Species,,GrowthType,SpawningType,Temp,BodyWEight,g,Source
Acrocalanus,gibber,A,B,24.3,6.47,0.17,26
Acrocalanus,gibber,A,B,25.8,4.85,0.18,26
Acrocalanus,gibber,A,B,26,6.33,0.18,26
Acrocalanus,gibber,A,B,28,5.31,0.06,26
Acrocalanus,gibber,A,B,25.3,8.44,0.07,26
Acrocalanus,gibber,A,B,27,5,0.16,27
Acrocalanus,gibber,A,B,29,5.4,0.21,27
Acrocalanus,gibber,A,B,26.2,5.6,0.12,27
Acrocalanus,gibber,A,B,27.3,6.9,0.12,27
Acrocalanus,gibber,A,B,24.4,4.8,0.05,27
Acrocalanus,gracilis,A,B,27,12.15,0.28,26
Acrocalanus,gracilis,A,B,27,13.36,0.38,26
Acrocalanus,gracilis,A,B,24,15.47,0.39,26
Acrocalanus,gracilis,A,B,26,12.33,0.2,26
Acrocalanus,gracilis,A,B,27,12.86,0.2,26
Acrocalanus,gracilis,A,B,27,12.27,0.45,26
Acrocalanus,gracilis,A,B,28,11.1,0.13,26
Acrocalanus,gracilis,A,B,25,13.7,0.25,26
Acrocalanus,gracilis,A,B,25,13.15,0.1,26
Acrocalanus,spp.,A,B,28,4.56,0.011,69
Acrocalanus,spp.,A,B,27,4.84,0.018,69
Acrocalanus,spp.,A,B,27,4.5,0.001,69
Acrocalanus,spp.,A,B,27.5,5.25,0.01,69
Bestiolina,similis,A,B,26,0.9,0.175,28
Bestiolina,similis,A,B,26,0.9,0.14,28
Bestiolina,similis,A,B,26,0.9,0.263,28
Bestiolina,similis,A,B,25,0.9,0.188,28
Bestiolina,similis,A,B,25,0.9,0.273,28
Bestiolina,similis,A,B,26.5,0.9,0.158,28
Bestiolina,similis,A,B,26.5,0.9,0.123,28
Bestiolina,similis,A,B,26.5,0.9,0.2,28
Bestiolina,similis,A,B,29,0.9,0.085,28
Bestiolina,similis,A,B,29,0.9,0.107,28
Bestiolina,similis,A,B,29,0.9,0.112,28
Bestiolina,similis,A,B,27.5,0.9,0.243,28
Bestiolina,similis,A,B,27.5,0.9,0.282,28
Bestiolina,similis,A,B,27.5,0.9,0.207,28
Bestiolina,similis,A,B,27,0.9,0.18,28
Bestiolina,similis,A,B,27,0.9,0.173,28
Bestiolina,similis,A,B,27,0.9,0.157,28
Paracalanus,aculeatus,A,B,28,1.71,0.167,59
Paracalanus,aculeatus,C,B,28,0.146,0.58,24
Paracalanus,aculeatus,C,B,28,0.355,0.65,24
Paracalanus,aculeatus,C,B,28,0.742,0.38,24
Paracalanus,aculeatus,C,B,28,1.212,0.29,24
Paracalanus,aculeatus,C,B,28,0.177,1.257,58
Paracalanus,aculeatus,C,B,28,0.534,0.948,58
Paracalanus,aculeatus,C,B,28,0.191,0.702,58
Paracalanus,aculeatus,C,B,28,0.236,0.889,58
Paracalanus,aculeatus,C,B,28,1.077,0.849,58
Paracalanus,aculeatus,C,B,28,0.437,0.995,58
Paracalanus,aculeatus,C,B,28,1.101,0.497,58
Paracalanus,aculeatus,C,B,28,0.515,0.673,58
Paracalanus,aculeatus,C,B,28,0.358,0.248,58
Paracalanus,aculeatus,C,B,28,0.601,0.593,58
Paracalanus,aculeatus,C,B,28,0.115,0.725,58
Paracalanus,aculeatus,C,B,28,0.177,0.719,58
Paracalanus,aculeatus,C,B,28,0.384,0.832,58
Paracalanus,aculeatus,C,B,28,0.203,0.883,58
Paracalanus,aculeatus,C,B,28,0.272,0.99,58
Paracalanus,crassirostris,N,B,28,0.011,0.83,60
Paracalanus,crassirostris,N,B,28,0.01,0.738,60
Paracalanus,crassirostris,N,B,28,0.011,1.124,60
Paracalanus,crassirostris,N,B,28,0.01,0.816,60
Paracalanus,crassirostris,N,B,28,0.01,0.838,60
Paracalanus,crassirostris,N,B,28,0.011,1.135,60
Paracalanus,crassirostris,N,B,28,0.024,0.463,60
Paracalanus,crassirostris,N,B,28,0.024,0.508,60
Paracalanus,crassirostris,N,B,28,0.009,1.13,60
Paracalanus,crassirostris,N,B,28,0.008,1.003,60
Paracalanus,crassirostris,N,B,28,0.013,0.929,60
Paracalanus,crassirostris,N,B,28,0.012,0.769,60
Paracalanus,parvus,A,B,16.5,3.3,0.04,8
Paracalanus,parvus,A,B,16.5,3.3,0.23,8
Paracalanus,parvus,A,B,16.5,3.3,0.07,8
Paracalanus,parvus,A,B,16.5,3.3,0.16,8
Paracalanus,parvus,A,B,16.5,3.3,0.09,8
Paracalanus,parvus,A,B,16.5,3.3,0.11,8
Paracalanus,parvus,C,B,16.5,0.24,0.25,8
Paracalanus,parvus,C,B,16.5,0.44,0.35,8
Paracalanus,parvus,C,B,16.5,0.8,0.23,8
Paracalanus,parvus,C,B,16.5,1.52,0.38,8
Paracalanus,parvus,C,B,16.5,2.68,0.1,8
Paracalanus,parvus,A,B,20,3,0.1,1
Paracalanus,parvus,A,B,20,3,0.12,1
Paracalanus,parvus,A,B,17,1.85,0.042,2
Paracalanus,parvus,A,B,17,1.86,0.09,2
Paracalanus,parvus,A,B,17,3,0.044,4
Paracalanus,parvus,A,B,17,3,0.051,4
Paracalanus,parvus,A,B,17,3,0.059,4
Paracalanus,parvus,A,B,17,3,0.059,4
Paracalanus,parvus,A,B,17,3,0.066,4
Paracalanus,parvus,A,B,17,3,0.073,4
Paracalanus,parvus,A,B,17,3,0.073,4
Paracalanus,parvus,A,B,17,3,0.081,4
Paracalanus,parvus,A,B,17,3,0.088,4
Paracalanus,parvus,A,B,17,3,0.081,4
Paracalanus,parvus,A,B,15,3,0.154,4
Paracalanus,parvus,A,B,15,3,0.117,4
Paracalanus,parvus,A,B,15,3,0.081,4
Paracalanus,parvus,A,B,15,3,0.081,4
Paracalanus,pan:us,A,B,15,3,0.11,4
Paracalanus,parvus,A,B,15,3,0.059,4
Paracalanus,parvus,A,B,15,3,0.059,4
Paracalanus,parvus,A,B,15,3,0.073,4
Paracalanus,parvus,A,B,12,3,0.037,4
Paracalanus,parvus,A,B,12,3,0.022,4
Paracalanus,parvus,A,B,8,3,0.059,4
Paracalanus,parvus,A,B,12,3,0.043,25
Paracalanus,parvus,A,B,12,3,0.019,25
Paracalanus,parvus,A,B,12,3,0.049,25
Paracalanus,parvus,A,B,12,3,0.031,25
Paracalanus,parvus,A,B,12,3,0.038,25
Paracalanus,parvus,A,B,7,3,0.027,25
Paracalanus,parvus,A,B,7,3,0.004,25
Paracalanus,parvus,A,B,7,3,0.006,25
Paracalanus,parvus,A,B,12,3,0.048,25
Paracalanus,parvus,A,B,12,3,0.075,25
Paracalanus,parvus,A,B,12,3,0.15,25
Paracalanus,parvus,A,B,12,3,0.095,25
Paracalanus,parvus,A,B,12,3,0.188,25
Paracalanus,parvus,A,B,12,3,0.234,25
Paracalanus,parvus,A,B,12,3,0.011,25
Paracalanus,parvus,A,B,12,3,0.02,25
Paracalanus,parvus,A,B,12,3,0.003,25
Paracalanus,parvus,A,B,11,3.6,0.152,43
Paracalanus,parvus,A,B,14,3.6,0.037,43
Paracalanus,parvus,A,B,8.5,3.1,0,57
Paracalanus,parvus,A,B,8.5,3.1,0,57
Paracalanus,parvus,A,B,8.5,3.1,0.001,57
Paracalanus,parvus,A,B,8.5,3.1,0,57
Paracalanus,parvus,A,B,8.5,3.1,0,57
Paracalanus,parvus,A,B,8.5,3.1,0.013,57
Paracalanus,parvus,A,B,8.5,3.1,0,57
Paracalanus,parvus,A,B,8.5,3.1,0.051,57
Paracalanus,parvus,A,B,6.5,3.1,0.004,57
Paracalanus,parvus,A,B,6.5,3.1,0.005,57
Paracalanus,parvus,A,B,6.5,3.1,0,57
Paracalanus,parvus,A,B,6.5,3.1,0,57
Paracalanus,parvus,A,B,6.5,3.1,0.005,57
Paracalanus,parvus,A,B,6.5,3.1,0.026,57
Paracalanus,parvus,A,B,6.5,3.1,0.007,57
Paracalanus,parvus,A,B,6.5,3.1,0.027,57
Paracalanus,parvus,A,B,10,19.05,0.0646,67
Paracalanus,parvus,A,B,10,19.05,0.0646,67
Paracalanus,parvus,A,B,10,30.71,0.0401,67
Paracalanus,parvus,A,B,10,30.71,0,67
Paracalanus,parvus,A,B,10,19.05,0,67
Paracalanus,parvus,A,B,10,15.92,0.0957,67
Paracalanus,parvus,A,B,10,22.54,0.0676,67
Paracalanus,parvus,A,B,10,22.54,0.1594,67
Paracalanus,parvus,A,B,10,30.71,0.0782,67
Paracalanus,parvus,A,B,10,22.54,0.1066,67
Paracalanus,parvus,A,B,10,26.43,0.011,67
Paracalanus,parvus,A,B,10,30.71,0.0215,67
Paracalanus,parvus,A,B,10,26.43,0.2211,67
Paracalanus,parvus,A,B,10,40.57,0.144,67
Paracalanus,parvus,A,B,10,13.14,0.2387,67
Paracalanus,parvus,A,B,10,19.05,0.1647,67
Paracalanus,parvus,A,B,10,22.54,0.1391,67
Paracalanus,parvus,A,B,10,19.05,0.1045,67
Paracalanus,parvus,A,B,10,35.42,0.0562,67
Paracalanus,parvus,A,B,10,22.54,0.1887,67
Paracalanus,parvus,A,B,10,26.43,0.042,67
Paracalanus,parvus,A,B,10,43.17,0.024,67
Paracalanus,parvus,A,B,10,26.43,0.042,67
Paracalanus,parvus,A,B,10,22.54,0,67
Paracalanus,parvus,A,B,10,26.43,0,67
Paracalanus,parvus,A,B,10,40.57,0.0168,67
Paracalanus,parvus,A,B,14,26.43,0.0565,67
Paracalanus,parvus,A,B,14,26.43,0.0565,67
Paracalanus,parvus,A,B,14,22.54,0.0145,67
Paracalanus,parvus,A,B,14,15.92,0.1017,67
Paracalanus,parvus,A,B,14,19.05,0.085,67
Paracalanus,parvus,A,B,14,22.54,0.0718,67
Paracalanus,parvus,A,B,14,19.05,0.0307,67
Paracalanus,parvus,A,B,14,22.54,0.0259,67
Paracalanus,parvus,A,B,14,26.43,0.0998,67
Paracalanus,parvus,A,B,14,22.54,0.117,67
Paracalanus,parvus,A,B,14,19.05,0.0524,67
Paracalanus,parvus,A,B,14,19.05,0.0524,67
Paracalanus,parvus,A,B,14,19.05,0.0627,67
Paracalanus,parvus,A,B,14,22.54,0.053,67
Paracalanus,parvus,A,B,14,19.05,0.0627,67
Paracalanus,parvus,A,B,14,19.05,0.0139,67
Paracalanus,parvus,A,B,14,22.54,0.0118,67
Paracalanus,parvus,A,B,14,19.05,0.0139,67
Paracalanus,parvus,A,B,14,22.54,0.033,67
Paracalanus,parvus,A,B,14,15.92,0.0467,67
Paracalanus,parvus,A,B,14,15.92,0.0467,67
Paracalanus,parvus,A,B,14,22.54,0.033,67
Paracalanus,parvus,A,B,14,22.54,0.033,67
Paracalanus,parvus,A,B,14,19.05,0.039,67
Paracalanus,parvus,A,B,14,19.05,0.016,67
Paracalanus,parvus,A,B,14,22.54,0.0135,67
Paracalanus,sp.,A,B,19.25,3.25,0.01,29
Paracalanus,sp.,A,B,19.25,3.25,0.02,29
Paracalanus,sp.,A,B,19.25,3.25,0.03,29
Paracalanus,sp.,A,B,19.25,3.25,0.05,29
Paracalanus,sp.,A,B,19.25,3.25,0.02,29
Paracalanus,sp.,A,B,19.25,3.25,0.04,29
Paracalanus,sp.,A,B,19.25,3.25,0.09,29
Paracalanus,sp.,A,B,19.25,3.25,0.04,29
Paracalanus,sp.,A,B,19.25,3.25,0.04,29
Paracalanus,sp.,A,B,19.25,3.25,0.06,29
Paracalanus,sp.,A,B,19.25,3.25,0.07,29
Paracalanus,sp.,A,B,19.25,3.25,0.07,29
Paracalanus,sp.,A,B,19.25,3.25,0.07,29
Paracalanus,sp.,A,B,19.25,3.25,0.06,29
Paracalanus,sp.,A,B,19.25,3.25,0.08,29
Paracalanus,sp.,A,B,19.25,3.25,0.09,29
Paracalanus,sp.,A,B,19.25,3.25,0.09,29
Paracalanus,sp.,A,B,19.25,3.25,0.1,29
Paracalanus,sp.,A,B,19.25,3.25,0.13,29
Paracalanus,sp.,A,B,19.25,3.25,0.14,29
Paracalanus,sp.,A,B,19.25,3.25,0.18,29
Paracalanus,sp.,A,B,19.25,3.25,0.18,29
Paracalanus,sp.,A,B,19.25,3.25,0.17,29
Paracalanus,sp.,A,B,19.25,3.25,0.18,29
Paracalanus,sp.,A,B,19.25,3.25,0.2,29
Paracalanus,sp.,A,B,19.25,3.25,0.24,29
Paracalanus,sp.,A,B,19.25,3.25,0.29,29
Paracalanus,sp.,A,B,19.25,3.25,0.28,29
Paracalanus,sp.,A,B,19.25,3.25,0.24,29
Paracalanus,sp.,A,B,19.25,3.25,0.22,29
Paracalanus,sp.,C,B,28,0.075,0.914,30
Paracalanus,sp.,C,B,28,0.173,1.173,30
Paracalanus,sp.,C,B,28,0.332,0.464,30
Paracalanus,sp.,C,B,28,0.54,0.665,30
Paracalanus,sp.,C,B,28,0.867,0.388,30
Paracalanus,sp.,A,B,9,4.33,0.03,40
Paracalanus,sp.,A,B,8,4.95,0.02,40
Paracalanus,sp.,A,B,8,5.33,0.02,40
Paracalanus,sp.,A,B,8,5.14,0.03,40
Paracalanus,sp.,A,B,9,5.24,0.04,40
Paracalanus,sp.,A,B,11,5.24,0.07,40
Paracalanus,sp.,A,B,12,4.59,0.09,40
Paracalanus,sp.,A,B,13,3.77,0.17,40
Paracalanus,sp.,A,B,14,3.92,0.16,40
Paracalanus,sp.,A,B,22,2.79,0.37,40
Paracalanus,sp.,A,B,22,2.32,0.59,40
Paracalanus,sp.,A,B,25,2.15,0.04,40
Paracalanus,sp.,A,B,26,2.26,0.07,40
Paracalanus,sp.,A,B,26,2.85,0.17,40
Paracalanus,sp.,A,B,25,2.85,0.13,40
Paracalanus,sp.,A,B,22,3.25,0.32,40
Paracalanus,sp.,A,B,21,2.85,0.34,40
Paracalanus,sp.,A,B,20,3.11,0.35,40
Paracalanus,sp.,A,B,17,2.98,0.28,40
Paracalanus,sp.,A,B,16,3.32,0.12,40
Paracalanus,sp.,A,B,15,4.5,0.26,40
Paracalanus,sp.,A,B,14,3.54,0.21,40
Paracalanus,sp.,A,B,14,3.18,0.13,40
Paracalanus,crassirostris,A,B,23.2,0.93,0.123,6
Paracalanus,crassirostris,A,B,21.3,0.93,0.116,6
Paracalanus,crassirostris,A,B,23,0.93,0.3,6
Paracalanus,crassirostris,A,B,22.2,0.93,0.198,6
Paracalanus,crassirostris,A,B,28,0.44,0.932,59
Paracalanus,crassirostris,C,B,28,0.069,0.915,58
Paracalanus,crassirostris,C,B,28,0.157,0.713,58
Paracalanus,crassirostris,C,B,28,0.201,0.66,58
Paracalanus,crassirostris,C,B,28,0.165,0.723,58
Paracalanus,crassirostris,C,B,28,0.109,1.082,58
Paracalanus,crassirostris,C,B,28,0.28,0.446,58
Paracalanus,crassirostris,C,B,28,0.057,1,58
Paracalanus,crassirostris,C,B,28,0.07,0.975,58
Paracalanus,crassirostris,C,B,28,0.046,0.67,58
Paracalanus,crassirostris,C,B,28,0.121,0.439,58
Paracalanus,crassirostris,C,B,28,0.()78,0.441,58
Paracalanus,crassirostris,C,B,28,0.217,0.434,58
Paracalanus,crassirostris,C,B,28,0.124,0.496,58
Paracalanus,crassirostris,C,B,28,0.049,0.772,58
Paracalanus,crassirostris,C,B,28,0.042,0.774,58
Paracalanus,crassirostris,C,B,28,0.135,0.774,58
Paracalanus,crassirostris,C,B,28,0.06,0.831,58
Paracalanus,crassirostris,C,B,28,0.112,0.888,58
Epilabidocera,longipedata,A,B,14,63.19,0.027,67
Epilabidocera,longipedata,A,B,14,53.81,0.032,67
Epilabidocera,longipedata,A,B,14,49.47,0,67
Epilabidocera,longipedata,A,B,14,47.38,0,67
Clausocalanus,sp.,A,s,17,6.74,0.011,2
Clausocalanus,sp.,A,s,17,6,0.032,2
Clausocalanus,spp.,A,s,12,4.81,0.01,69
Clausocalanus,spp.,A,s,13,5.11,0.07,69
Clausocalanus,spp.,A,s,13.5,5.34,0.003,69
Clausocalanus,spp.,A,s,15,5.23,0.026,69
Clausocalanus,spp.,A,s,15.5,5.49,0.015,69
Clausocalanus,spp.,A,s,23,5.94,0.006,69
Clausocalanus,spp.,A,s,23.5,2.89,0.008,69
Clausocalanus,spp.,A,s,25,2.65,0.041,69
Clausocalanus,spp.,A,s,25,2.63,0.008,69
Clausocalanus,spp.,A,s,27.5,2.06,0,69
Clausocalanus,spp.,A,s,27.5,2.75,0.059,69
Clausocalanus,spp.,A,s,25,2.91,0.119,69
Clausocalanus,spp.,A,s,25,3.2,0.057,69
Clausocalanus,spp.,A,s,25,3.45,0.17,69
Clausocalanus,spp.,A,s,25,3.06,0.14,69
Clausocalanus,spp.,A,s,22.5,3.53,0.073,69
Clausocalanus,spp.,A,s,21.5,3.92,0.082,69
Pseudocalanus,mimus,A,s,10,66.95,0.234,67
Pseudocalanus,mimus,A,s,10,66.95,0,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,81.72,0.236,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,66.95,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,53.87,0.154,67
Pseudocalanus,mimus,A,s,10,60.21,0.101,67
Pseudocalanus,mimus,A,s,10,60.21,0.183,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,89.75,0.234,67
Pseudocalanus,mimus,A,s,10,89.75,0.172,67
Pseudocalanus,mimus,A,s,10,53.87,0,67
Pseudocalanus,mimus,A,s,10,60.21,0.338,67
Pseudocalanus,mimus,A,s,10,60.21,0.208,67
Pseudocalanus,mimus,A,s,10,81.72,0.061,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,89.75,0.1,67
Pseudocalanus,mimus,A,s,10,66.95,0,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,66.95,0,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,81.72,0.22,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,66.95,0,67
Pseudocalanus,mimus,A,s,10,66.95,0,67
Pseudocalanus,mimus,A,s,10,66.95,0,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,74.12,0.124,67
Pseudocalanus,mimus,A,s,10,53.87,0.21,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,86.35,0,67
Pseudocalanus,mimus,A,s,10,66.95,0.016,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,66.95,0.032,67
Pseudocalanus,mimus,A,s,10,81.72,0.33,67
Pseudocalanus,mimus,A,s,10,60.21,0.275,67
Pseudocalanus,mimus,A,s,10,81.72,0.127,67
Pseudocalanus,mimus,A,s,10,89.75,0.023,67
Pseudocalanus,mimus,A,s,10,89.75,0.239,67
Pseudocalanus,mimus,A,s,10,47.94,0.314,67
Pseudocalanus,mimus,A,s,10,74.12,0,67
Pseudocalanus,mimus,A,s,10,60.21,0.339,67
Pseudocalanus,mimus,A,s,10,98.22,0,67
Pseudocalanus,mimus,A,s,10,66.95,0,67
Pseudocalanus,mimus,A,s,10,53.87,0.02,67
Pseudocalanus,mimus,A,s,10,66.95,0,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,74.12,0.218,67
Pseudocalanus,mimus,A,s,10,74.12,0,67
Pseudocalanus,mimus,A,s,10,66.95,0,67
Pseudocalanus,mimus,A,s,10,74.12,0,67
Pseudocalanus,mimus,A,s,10,74.12,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,81.72,0.084,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,53.87,0,67
Pseudocalanus,mimus,A,s,10,81.72,0.225,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,74.12,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,74.12,0,67
Pseudocalanus,mimus,A,s,10,98.22,0.222,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,81.72,0.014,67
Pseudocalanus,mimus,A,s,10,74.12,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,74.12,0.22,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,74.12,0,67
Pseudocalanus,mimus,A,s,10,74.12,0.015,67
Pseudocalanus,mimus,A,s,10,74.12,0.231,67
Pseudocalanus,mimus,A,s,10,74.12,0,67
Pseudocalanus,mimus,A,s,10,81.72,0.014,67
Pseudocalanus,mimus,A,s,10,66.95,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,74.12,0,67
Pseudocalanus,mimus,A,s,10,116.52,0,67
Pseudocalanus,mimus,A,s,10,66.95,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,74.12,0.266,67
Pseudocalanus,mimus,A,s,10,74.12,0,67
Pseudocalanus,mimus,A,s,10,74.12,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,60.21,0.24,67
Pseudocalanus,mimus,A,s,10,81.72,0.322,67
Pseudocalanus,mimus,A,s,10,81.72,0.2,67
Pseudocalanus,mimus,A,s,10,81.72,0.185,67
Pseudocalanus,mimus,A,s,10,81.72,0.141,67
Pseudocalanus,mimus,A,s,10,74.12,0.186,67
Pseudocalanus,mimus,A,s,10,89.75,0.249,67
Pseudocalanus,mimus,A,s,10,89.75,0.062,67
Pseudocalanus,mimus,A,s,10,98.22,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,107.14,0.24,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,81.72,0.341,67
Pseudocalanus,mimus,A,s,10,66.95,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,74.12,0.185,67
Pseudocalanus,mimus,A,s,10,66.95,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,98.22,0,67
Pseudocalanus,mimus,A,s,10,74.12,0.302,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,98.22,0,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,98.22,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,98.22,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,89.75,0.187,67
Pseudocalanus,mimus,A,s,10,98.22,0.353,67
Pseudocalanus,mimus,A,s,10,98.22,0,67
Pseudocalanus,mimus,A,s,10,89.75,0.204,67
Pseudocalanus,mimus,A,s,10,98.22,0.022,67
Pseudocalanus,mimus,A,s,10,98.22,0.275,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,89.75,0.012,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,81.72,0.224,67
Pseudocalanus,mimus,A,s,10,81.72,0.29,67
Pseudocalanus,mimus,A,s,10,116.52,0,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,81.72,0.027,67
Pseudocalanus,mimus,A,s,10,89.75,0.261,67
Pseudocalanus,mimus,A,s,10,74.12,0.06,67
Pseudocalanus,mimus,A,s,10,89.75,0.137,67
Pseudocalanus,mimus,A,s,10,74.12,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,66.95,0,67
Pseudocalanus,mimus,A,s,10,107.14,0,67
Pseudocalanus,mimus,A,s,10,98.22,0,67
Pseudocalanus,mimus,A,s,10,107.14,0,67
Pseudocalanus,mimus,A,s,10,98.22,0,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,98.22,0,67
Pseudocalanus,mimus,A,s,10,98.22,0,67
Pseudocalanus,mimus,A,s,10,74.12,0,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,98.22,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,74.12,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,66.95,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,81.72,0.17,67
Pseudocalanus,mimus,A,s,10,81.72,0.042,67
Pseudocalanus,mimus,A,s,10,74.12,0,67
Pseudocalanus,mimus,A,s,10,89.75,0.192,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,89.75,0.102,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,66.95,0.018,67
Pseudocalanus,mimus,A,s,10,89.75,0.107,67
Pseudocalanus,mimus,A,s,10,98.22,0,67
Pseudocalanus,mimus,A,s,10,89.75,0.266,67
Pseudocalanus,mimus,A,s,10,98.22,0.134,67
Pseudocalanus,mimus,A,s,10,81.72,0.176,67
Pseudocalanus,mimus,A,s,10,81.72,0.293,67
Pseudocalanus,mimus,A,s,10,60.21,0.038,67
Pseudocalanus,mimus,A,s,10,60.21,0.173,67
Pseudocalanus,mimus,A,s,10,74.12,0,67
Pseudocalanus,mimus,A,s,10,98.22,0.012,67
Pseudocalanus,mimus,A,s,10,74.12,0.193,67
Pseudocalanus,mimus,A,s,10,98.22,0,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,107.14,0,67
Pseudocalanus,mimus,A,s,10,107.14,0,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,98.22,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,60.21,0,67
Pseudocalanus,mimus,A,s,10,98.22,0,67
